torneo,jugadorA,jugadorB,setsA,setsB,fecha,retirado,acesA,acesB,dobleFaltasA,dobleFaltasB,porcentajePrimerSaqueA,porcentajePrimerSaqueB,porcentajePuntosGanadosConPrimerSaqueA,porcentajePuntosGanadosConPrimerSaqueB,puntosGanadosConPrimerSaqueA,puntosGanadosConPrimerSaqueB,porcentajePuntosGanadosConSegundoSaqueA,porcentajePuntosGanadosConSegundoSaqueB,puntosGanadosConSegundoSaqueA,puntosGanadosConSegundoSaqueB,porcentajeBreakPointsSalvadosA,porcentajeBreakPointsSalvadosB,breakPointsSalvadosA,breakPointsSalvadosB,porcentajeBreakPointsA,porcentajeBreakPointsB,breakPointsA,breakPointsB,velocidadMediaPrimerSaqueA,velocidadMediaPrimerSaqueB,velocidadMediaSegundoSaqueA,velocidadMediaSegundoSaqueB,porcentajePuntosGanadosAlRestoConPrimerSaqueA,porcentajePuntosGanadosAlRestoConPrimerSaqueB,puntosGanadosAlRestoConPrimerSaqueA,puntosGanadosAlRestoConPrimerSaqueB,porcentajePuntosGanadosAlRestoConSegundoSaqueA,porcentajePuntosGanadosAlRestoConSegundoSaqueB,puntosGanadosAlRestoConSegundoSaqueA,puntosGanadosAlRestoConSegundoSaqueB,winnersA,winnersB,erroresNoForzadosA,erroresNoForzadosB,porcentajePuntosGanadosRedA,porcentajePuntosGanadosRedB,puntosGanadosRedA,puntosGanadosRedB,porcentajePuntosGanadosSaqueA,porcentajePuntosGanadosSaqueB,puntosGanadosSaqueA,puntosGanadosSaqueB,porcentajePuntosGanadosRestoA,porcentajePuntosGanadosRestoB,puntosGanadosRestoA,puntosGanadosRestoB,porcentajePuntosGanadosA,porcentajePuntosGanadosB,puntosGanadosA,puntosGanadosB,puntosGanadosUltimas10BolasA,puntosGanadosUltimas10BolasB,puntosDePartidoSalvadosA,puntosDePartidoSalvadosB,porcentajeJuegosGanadosSaqueA,porcentajeJuegosGanadosSaqueB,juegosGanadosSaqueA,juegosGanadosSaqueB,porcentajeJuegosGanadosRestoA,porcentajeJuegosGanadosRestoB,juegosGanadosRestoA,juegosGanadosRestoB,porcentajeJuegosGanadosA,porcentajeJuegosGanadosB,juegosGanadosA,juegosGanadosB,cuotaA,cuotaB,cuotaA_2,cuotaB_2,dobleA,dobleB,porcentajeJuegosGanadosPrimerSaqueA,juegosGanadosPrimerSaqueA,porcentajeJuegosGanadosPrimerSaqueB,juegosGanadosPrimerSaqueB,porcentajeJuegosGanadosSegundoSaqueA,JuegosGanadosSegundoSaqueA,porcentajeJuegosGanadosSegundoSaqueB,JuegosGanadosSegundoSaqueB,BreakPointsSalvadosA,BreakPointsSalvadosB,PuntosGanadosAlRestoConPrimerSaqueA,PuntosGanadosAlRestoConPrimerSaqueB,porcentajePuntosGanadosAlRestoA,PuntosGanadosAlRestoA,porcentajePuntosGanadosAlRestoB,PuntosGanadosAlRestoB,PuntosGanadosAlRestoConSegundoSaqueA,PuntosGanadosAlRestoConSegundoSaqueB,porcentajePuntosBreakConvertidosA,PuntosBreakConvertidosA,porcentajePuntosBreakConvertidosB,PuntosBreakConvertidosB,PuntosGanadosRedA,PuntosGanadosRedB,porcentajePuntosGanadosAlSaqueA,PuntosGanadosAlSaqueA,porcentajePuntosGanadosAlSaqueB,PuntosGanadosAlSaqueB,PuntosGanadosA,PuntosGanadosB,PuntosGanadosUltimas10BolasA,PuntosGanadosUltimas10BolasB,BolasDePartidoSalvadasA,BolasDePartidoSalvadasB,porcentajeJuegosGanadosAlSaqueA,JuegosGanadosAlSaqueA,porcentajeJuegosGanadosAlSaqueB,JuegosGanadosAlSaqueB,porcentajeJuegosGanadosAlRestoA,JuegosGanadosAlRestoA,porcentajeJuegosGanadosAlRestoB,JuegosGanadosAlRestoB,JuegosGanadosA,JuegosGanadosB
US Open,O'Connell C.,Jarry N.,3,1,28.08. 00:50,no,11,13,,,51%,60%,,,,,,,,,80%,75%,,,,,,,,,,,23%,21%,,,51%,43%,,,29,51,26,54,79%,55%,,,,,,,,,,,51%,49%,,,,,,,,,,,,,,,58%,42%,,,2.75,1.44,2.75,1.44,4,7,79%,(46/58),77%,(55/71),57%,(32/56),49%,(23/47),(4/5),(12/16),(16/71),(12/58),34%,(40/118),32%,(37/116),(24/47),(24/56),25%,(4/16),20%,(1/5),(15/19),(23/42),68%,(79/116),66%,(78/118),(119/234),(115/234),6,4,0,1,95%,(18/19),79%,(15/19),21%,(4/19),5%,(1/19),(22/38),(16/38)
US Open,Bergs Z.,Kotov P.,3,2,28.08. 00:40,no,8,9,,,58%,57%,,,,,,,,,50%,64%,,,,,,,,,,,35%,30%,,,55%,52%,,,58,29,72,49,79%,50%,,,,,,,,,,,52%,48%,,,,,,,,,,,,,,,53%,47%,,,1.80,2.00,1.80,2.00,5,6,70%,(60/86),65%,(65/100),48%,(30/62),45%,(33/74),(6/12),(14/22),(35/100),(26/86),44%,(76/174),39%,(58/148),(41/74),(32/62),36%,(8/22),50%,(6/12),(26/33),(10/20),61%,(90/148),56%,(98/174),(166/322),(156/322),6,4,0,1,74%,(17/23),67%,(16/24),33%,(8/24),26%,(6/23),(25/47),(22/47)
US Open,Munar J.,Diallo G.,1,3,28.08. 00:00,no,2,20,,,59%,60%,,,,,,,,,65%,58%,,,,,,,,,,,26%,36%,,,64%,53%,,,19,64,24,67,59%,60%,,,,,,,,,,,49%,51%,,,,,,,,,,,,,,,45%,55%,,,1.91,1.91,1.91,1.91,8,7,64%,(48/75),74%,(62/84),47%,(25/53),36%,(20/56),(13/20),(7/12),(22/84),(27/75),41%,(58/140),43%,(55/128),(36/56),(28/53),42%,(5/12),35%,(7/20),(10/17),(29/48),57%,(73/128),59%,(82/140),(131/268),(137/268),3,7,1,0,65%,(13/20),75%,(15/20),25%,(5/20),35%,(7/20),(18/40),(22/40)
US Open,Marozsan F.,Medjedovic H.,3,2,27.08. 23:45,no,18,17,,,56%,61%,,,,,,,,,67%,67%,,,,,,,,,,,23%,24%,,,61%,45%,,,32,42,32,51,60%,59%,,,,,,,,,,,52%,48%,,,,,,,,,,,,,,,56%,44%,,,1.73,2.10,1.73,2.10,10,9,76%,(57/75),77%,(62/81),55%,(32/58),39%,(20/51),(6/9),(10/15),(19/81),(18/75),38%,(50/132),33%,(44/133),(31/51),(26/58),33%,(5/15),33%,(3/9),(9/15),(13/22),67%,(89/133),62%,(82/132),(139/265),(126/265),7,3,0,1,86%,(18/21),75%,(15/20),25%,(5/20),14%,(3/21),(23/41),(18/41)
US Open,Cobolli F.,Duckworth J.,3,1,27.08. 23:40,no,11,5,,,51%,54%,,,,,,,,,75%,40%,,,,,,,,,,,30%,21%,,,57%,46%,,,44,25,43,40,92%,65%,,,,,,,,,,,55%,45%,,,,,,,,,,,,,,,59%,41%,,,1.30,3.50,1.30,3.50,5,7,79%,(48/61),70%,(44/63),54%,(32/59),43%,(23/54),(6/8),(4/10),(19/63),(13/61),43%,(50/117),33%,(40/120),(31/54),(27/59),60%,(6/10),25%,(2/8),(12/13),(15/23),67%,(80/120),57%,(67/117),(130/237),(107/237),8,2,0,0,89%,(16/18),68%,(13/19),32%,(6/19),11%,(2/18),(22/37),(15/37)
US Open,Moutet C.,Korda S.,0,3,27.08. 23:10,no,1,3,,,54%,58%,,,,,,,,,54%,86%,,,,,,,,,,,22%,40%,,,44%,60%,,,17,34,44,33,56%,68%,,,,,,,,,,,41%,59%,,,,,,,,,,,,,,,28%,72%,,,4.33,1.22,4.33,1.22,5,2,60%,(28/47),78%,(38/49),40%,(16/40),56%,(20/36),(7/13),(6/7),(11/49),(19/47),32%,(27/85),49%,(43/87),(16/36),(24/40),14%,(1/7),46%,(6/13),(9/16),(28/41),51%,(44/87),68%,(58/85),(71/172),(101/172),3,7,0,0,50%,(6/12),92%,(12/13),8%,(1/13),50%,(6/12),(7/25),(18/25)
US Open,Purcell M.,Vukic A.,3,0,27.08. 22:35,no,9,15,,,50%,52%,,,,,,,,,75%,56%,,,,,,,,,,,33%,26%,,,51%,39%,,,36,40,16,21,81%,50%,,,,,,,,,,,56%,45%,,,,,,,,,,,,,,,61%,39%,,,2.20,1.67,2.20,1.67,4,5,74%,(39/53),67%,(32/48),61%,(33/54),49%,(22/45),(3/4),(5/9),(16/48),(14/53),42%,(39/93),33%,(35/107),(23/45),(21/54),44%,(4/9),25%,(1/4),(17/21),(5/10),67%,(72/107),58%,(54/93),(111/200),(89/200),6,4,0,0,94%,(15/16),73%,(11/15),27%,(4/15),6%,(1/16),(19/31),(12/31)
US Open,Shapovalov D.,Van De Zandschulp B.,0,3,27.08. 21:55,no,4,0,,,54%,61%,,,,,,,,,40%,63%,,,,,,,,,,,28%,30%,,,44%,61%,,,21,14,52,33,53%,82%,,,,,,,,,,,45%,55%,,,,,,,,,,,,,,,41%,59%,,,1.30,3.50,1.30,3.50,11,5,70%,(37/53),72%,(41/57),39%,(18/46),56%,(20/36),(4/10),(5/8),(16/57),(16/53),34%,(32/93),44%,(44/99),(16/36),(28/46),38%,(3/8),60%,(6/10),(9/17),(9/11),56%,(55/99),66%,(61/93),(87/192),(105/192),2,8,0,0,63%,(10/16),81%,(13/16),19%,(3/16),38%,(6/16),(13/32),(19/32)
US Open,Fils A.,Tien L.,3,1,27.08. 21:40,no,5,2,,,59%,58%,,,,,,,,,57%,63%,,,,,,,,,,,45%,23%,,,49%,53%,,,38,11,52,40,70%,56%,,,,,,,,,,,56%,44%,,,,,,,,,,,,,,,62%,38%,,,1.30,3.75,1.30,3.75,2,5,77%,(50/65),55%,(34/62),47%,(21/45),51%,(23/45),(4/7),(12/19),(28/62),(15/65),47%,(50/107),35%,(39/110),(22/45),(24/45),37%,(7/19),43%,(3/7),(21/30),(10/18),65%,(71/110),53%,(57/107),(121/217),(96/217),6,4,0,7,82%,(14/17),59%,(10/17),41%,(7/17),18%,(3/17),(21/34),(13/34)
US Open,Lajovic D.,Medvedev D.,1,3,27.08. 21:40,no,1,14,,,65%,56%,,,,,,,,,45%,75%,,,,,,,,,,,24%,36%,,,53%,51%,,,26,39,36,42,70%,74%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,38%,62%,,,13.00,1.04,13.00,1.04,2,11,64%,(45/70),76%,(53/70),49%,(18/37),47%,(26/55),(5/11),(6/8),(17/70),(25/70),37%,(46/125),41%,(44/107),(29/55),(19/37),25%,(2/8),55%,(6/11),(23/33),(17/23),59%,(63/107),63%,(79/125),(109/232),(123/232),5,5,1,0,63%,(10/16),83%,(15/18),17%,(3/18),38%,(6/16),(13/34),(21/34)
US Open,De Minaur A.,Giron M.,3,1,27.08. 21:10,no,9,2,,,41%,49%,,,,,,,,,69%,57%,,,,,,,,,,,37%,33%,,,51%,41%,,,43,38,57,60,76%,64%,,,,,,,,,,,53%,47%,,,,,,,,,,,,,,,56%,44%,,,1.29,3.75,1.29,3.75,12,6,67%,(38/57),63%,(43/68),59%,(48/82),49%,(34/70),(9/13),(8/14),(25/68),(19/57),44%,(61/138),38%,(53/139),(36/70),(34/82),43%,(6/14),31%,(4/13),(31/41),(16/25),62%,(86/139),56%,(77/138),(147/277),(130/277),10,0,0,0,81%,(17/21),70%,(14/20),30%,(6/20),19%,(4/21),(23/41),(18/41)
US Open,Diaz Acosta F.,Gaston H.,3,0,27.08. 20:55,no,3,2,,,60%,46%,,,,,,,,,75%,45%,,,,,,,,,,,46%,24%,,,56%,26%,,,19,12,19,29,74%,31%,,,,,,,,,,,63%,38%,,,,,,,,,,,,,,,72%,28%,,,2.38,1.57,2.38,1.57,2,4,76%,(31/41),54%,(19/35),74%,(20/27),44%,(18/41),(3/4),(5/11),(16/35),(10/41),51%,(39/76),25%,(17/68),(23/41),(7/27),55%,(6/11),25%,(1/4),(17/23),(4/13),75%,(51/68),49%,(37/76),(90/144),(54/144),7,3,0,0,92%,(12/13),50%,(6/12),50%,(6/12),8%,(1/13),(18/25),(7/25)
US Open,Borges N.,Coria F.,3,0,27.08. 20:40,no,8,2,,,49%,63%,,,,,,,,,33%,53%,,,,,,,,,,,40%,23%,,,76%,49%,,,39,30,22,29,60%,13%,,,,,,,,,,,59%,41%,,,,,,,,,,,,,,,72%,28%,,,1.11,6.50,1.11,6.50,8,7,83%,(29/35),62%,(34/55),51%,(19/37),24%,(8/33),(1/3),(8/15),(22/55),(8/35),52%,(45/86),33%,(24/72),(25/33),(18/37),47%,(7/15),67%,(2/3),(3/5),(1/8),67%,(48/72),48%,(41/86),(93/158),(65/158),6,4,0,1,85%,(11/13),42%,(5/12),58%,(7/12),15%,(2/13),(18/25),(7/25)
US Open,Arnaldi M.,Svajda Z.,3,0,27.08. 20:35,no,12,1,,,55%,47%,,,,,,,,,89%,42%,,,,,,,,,,,42%,22%,,,59%,60%,,,37,22,24,30,80%,71%,,,,,,,,,,,58%,42%,,,,,,,,,,,,,,,75%,25%,,,1.30,3.50,1.30,3.50,6,4,84%,(41/49),58%,(19/33),40%,(16/40),41%,(15/37),(8/9),(5/12),(14/33),(11/49),51%,(36/70),36%,(32/89),(22/37),(24/40),58%,(7/12),11%,(1/9),(8/10),(5/7),64%,(57/89),49%,(34/70),(93/159),(66/159),7,3,0,1,92%,(11/12),42%,(5/12),58%,(7/12),8%,(1/12),(18/24),(6/24)
US Open,Sinner J.,McDonald M.,3,1,27.08. 20:35,no,11,4,,,55%,58%,,,,,,,,,64%,47%,,,,,,,,,,,46%,33%,,,56%,50%,,,38,26,29,46,56%,69%,,,,,,,,,,,57%,43%,,,,,,,,,,,,,,,65%,35%,,,1.01,23.00,1.01,23.00,5,6,75%,(39/52),54%,(31/57),50%,(21/42),44%,(18/41),(7/11),(7/15),(26/57),(17/52),50%,(49/98),36%,(34/94),(23/41),(21/42),53%,(8/15),36%,(4/11),(14/25),(22/32),64%,(60/94),50%,(49/98),(109/192),(83/192),5,5,0,1,75%,(12/16),47%,(7/15),53%,(8/15),25%,(4/16),(20/31),(11/31)
US Open,Forbes M.,Safiullin R.,0,3,27.08. 20:00,no,5,7,,,65%,59%,,,,,,,,,64%,82%,,,,,,,,,,,23%,38%,,,48%,62%,,,32,43,66,41,44%,78%,,,,,,,,,,,44%,56%,,,,,,,,,,,,,,,40%,60%,,,34.00,1.01,34.00,1.01,7,5,62%,(45/73),77%,(47/61),38%,(15/39),52%,(22/42),(9/14),(9/11),(14/61),(28/73),33%,(34/103),46%,(52/112),(20/42),(24/39),18%,(2/11),36%,(5/14),(7/16),(21/27),54%,(60/112),67%,(69/103),(94/215),(121/215),2,8,2,0,67%,(10/15),87%,(13/15),13%,(2/15),33%,(5/15),(12/30),(18/30)
US Open,Zhang Z.,Draper J.,0,2,27.08. 19:35,no,1,5,,,65%,60%,,,,,,,,,30%,100%,,,,,,,,,,,23%,53%,,,25%,68%,,,10,23,20,11,54%,62%,,,,,,,,,,,33%,67%,,,,,,,,,,,,,,,16%,84%,,,4.00,1.25,4.00,1.25,1,1,47%,(17/36),77%,(23/30),32%,(6/19),75%,(15/20),(3/10),(1/1),(7/30),(19/36),24%,(12/50),58%,(32/55),(5/20),(13/19),0%,(0/1),70%,(7/10),(7/13),(8/13),42%,(23/55),76%,(38/50),(35/105),(70/105),1,9,0,0,30%,(3/10),100%,(9/9),0%,(0/9),70%,(7/10),(3/19),(16/19)
US Open,Coric B.,Mannarino A.,0,3,27.08. 19:30,no,7,4,,,48%,47%,,,,,,,,,33%,67%,,,,,,,,,,,20%,30%,,,44%,55%,,,23,10,50,30,55%,56%,,,,,,,,,,,44%,56%,,,,,,,,,,,,,,,34%,66%,,,1.29,3.75,1.29,3.75,5,3,70%,(26/37),80%,(32/40),45%,(18/40),56%,(25/45),(3/9),(4/6),(8/40),(11/37),33%,(28/85),43%,(33/77),(20/45),(22/40),33%,(2/6),67%,(6/9),(6/11),(5/9),57%,(44/77),67%,(57/85),(72/162),(90/162),5,5,1,0,57%,(8/14),87%,(13/15),13%,(2/15),43%,(6/14),(10/29),(19/29)
US Open,Spizzirri E.,Michelsen A.,0,3,27.08. 19:10,no,1,4,,,53%,54%,,,,,,,,,31%,43%,,,,,,,,,,,30%,55%,,,47%,61%,,,14,23,31,23,38%,60%,,,,,,,,,,,40%,60%,,,,,,,,,,,,,,,32%,68%,,,4.33,1.22,4.33,1.22,6,6,45%,(18/40),72%,(31/43),39%,(14/36),53%,(19/36),(4/13),(3/7),(13/43),(22/40),38%,(30/79),58%,(44/76),(17/36),(22/36),57%,(4/7),69%,(9/13),(5/13),(6/10),42%,(32/76),62%,(49/79),(62/155),(93/155),2,8,0,0,36%,(5/14),71%,(10/14),29%,(4/14),64%,(9/14),(9/28),(19/28)
US Open,Evans D.,Khachanov K.,3,2,27.08. 19:05,no,14,13,,,52%,56%,,,,,,,,,65%,56%,,,,,,,,,,,36%,26%,,,46%,53%,,,53,79,43,73,68%,65%,,,,,,,,,,,51%,49%,,,,,,,,,,,,,,,50%,50%,,,4.33,1.22,4.33,1.22,12,7,74%,(80/108),64%,(66/103),47%,(47/100),54%,(44/81),(15/23),(10/18),(37/103),(28/108),40%,(74/184),39%,(81/208),(37/81),(53/100),44%,(8/18),35%,(8/23),(48/71),(36/55),61%,(127/208),60%,(110/184),(201/392),(191/392),7,3,0,2,71%,(20/28),71%,(20/28),29%,(8/28),29%,(8/28),(28/56),(28/56)
US Open,Fognini F.,Machac T.,0,3,27.08. 18:30,no,3,8,,,47%,55%,,,,,,,,,14%,86%,,,,,,,,,,,22%,31%,,,35%,63%,,,21,25,40,25,71%,93%,,,,,,,,,,,40%,60%,,,,,,,,,,,,,,,32%,68%,,,4.50,1.20,4.50,1.20,8,5,69%,(25/36),78%,(35/45),38%,(15/40),65%,(24/37),(1/7),(6/7),(10/45),(11/36),28%,(23/82),47%,(36/76),(13/37),(25/40),14%,(1/7),86%,(6/7),(5/7),(14/15),53%,(40/76),72%,(59/82),(63/158),(95/158),2,8,0,0,57%,(8/14),93%,(13/14),7%,(1/14),43%,(6/14),(9/28),(19/28)
US Open,Virtanen O.,Halys Q.,3,1,27.08. 18:30,no,10,18,,,55%,56%,,,,,,,,,100%,69%,,,,,,,,,,,28%,14%,,,58%,34%,,,57,43,13,41,67%,60%,,,,,,,,,,,56%,44%,,,,,,,,,,,,,,,63%,37%,,,2.00,1.80,2.00,1.80,4,12,86%,(49/57),73%,(58/80),66%,(31/47),42%,(26/62),(2/2),(11/16),(22/80),(8/57),41%,(58/142),23%,(24/104),(36/62),(16/47),31%,(5/16),0%,(0/2),(14/21),(21/35),77%,(80/104),59%,(84/142),(138/246),(108/246),8,2,0,2,100%,(19/19),74%,(14/19),26%,(5/19),0%,(0/19),(24/38),(14/38)
US Open,Lestienne C.,Thompson J.,0,3,27.08. 17:10,no,1,11,,,56%,63%,,,,,,,,,63%,100%,,,,,,,,,,,24%,39%,,,40%,68%,,,22,27,40,14,44%,56%,,,,,,,,,,,39%,61%,,,,,,,,,,,,,,,25%,75%,,,6.00,1.13,6.00,1.13,6,0,61%,(27/44),76%,(39/51),32%,(11/34),60%,(18/30),(10/16),(7/7),(12/51),(17/44),30%,(24/81),51%,(40/78),(12/30),(23/34),0%,(0/7),38%,(6/16),(4/9),(10/18),49%,(38/78),70%,(57/81),(62/159),(97/159),6,4,2,0,50%,(6/12),100%,(12/12),0%,(0/12),50%,(6/12),(6/24),(18/24)
US Open,Mensik J.,Auger-Aliassime F.,3,0,27.08. 17:10,no,8,7,,,51%,53%,,,,,,,,,50%,63%,,,,,,,,,,,32%,11%,,,62%,60%,,,25,27,15,36,100%,80%,,,,,,,,,,,56%,44%,,,,,,,,,,,,,,,69%,31%,,,4.00,1.25,4.00,1.25,5,10,89%,(39/44),68%,(28/41),40%,(17/42),38%,(14/37),(1/2),(10/16),(13/41),(5/44),46%,(36/78),35%,(30/86),(23/37),(25/42),38%,(6/16),50%,(1/2),(6/6),(12/15),65%,(56/86),54%,(42/78),(92/164),(72/164),8,2,0,1,92%,(12/13),54%,(7/13),46%,(6/13),8%,(1/13),(18/26),(8/26)
US Open,Navone M.,Altmaier D.,3,1,27.08. 17:10,no,2,6,,,53%,61%,,,,,,,,,57%,54%,,,,,,,,,,,24%,29%,,,71%,49%,,,24,29,65,77,75%,70%,,,,,,,,,,,52%,48%,,,,,,,,,,,,,,,59%,41%,,,2.38,1.57,2.38,1.57,4,7,71%,(39/55),76%,(48/63),51%,(25/49),29%,(12/41),(4/7),(7/13),(15/63),(16/55),42%,(44/104),38%,(40/104),(29/41),(24/49),46%,(6/13),43%,(3/7),(12/16),(14/20),62%,(64/104),58%,(60/104),(108/208),(100/208),8,2,0,0,81%,(13/16),63%,(10/16),38%,(6/16),19%,(3/16),(19/32),(13/32)
US Open,Schoolkate T.,Daniel T.,3,2,27.08. 17:10,no,18,8,,,61%,56%,,,,,,,,,50%,56%,,,,,,,,,,,24%,22%,,,48%,50%,,,54,49,36,31,56%,64%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,50%,50%,,,2.38,1.57,2.38,1.57,7,6,78%,(73/94),76%,(68/90),50%,(30/60),52%,(37/71),(4/8),(5/9),(22/90),(21/94),35%,(56/161),33%,(51/154),(34/71),(30/60),44%,(4/9),50%,(4/8),(14/25),(25/39),67%,(103/154),65%,(105/161),(159/315),(156/315),6,4,0,0,85%,(22/26),85%,(22/26),15%,(4/26),15%,(4/26),(26/52),(26/52)
US Open,Tabilo A.,Goffin D.,0,3,27.08. 17:10,no,9,16,,,50%,58%,,,,,,,,,68%,57%,,,,,,,,,,,23%,29%,,,55%,62%,,,35,45,42,29,63%,59%,,,,,,,,,,,46%,54%,,,,,,,,,,,,,,,39%,61%,,,1.67,2.20,1.67,2.20,8,9,71%,(42/59),77%,(44/57),38%,(22/58),45%,(19/42),(13/19),(4/7),(13/57),(17/59),36%,(36/99),45%,(53/117),(23/42),(36/58),43%,(3/7),32%,(6/19),(12/19),(13/22),55%,(64/117),64%,(63/99),(100/216),(116/216),3,7,1,0,60%,(9/15),81%,(13/16),19%,(3/16),40%,(6/15),(12/31),(19/31)
US Open,Tsitsipas S.,Kokkinakis T.,1,3,27.08. 17:10,no,10,17,,,49%,49%,,,,,,,,,50%,70%,,,,,,,,,,,22%,29%,,,43%,46%,,,44,47,51,46,63%,80%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,47%,53%,,,1.36,3.20,1.36,3.20,6,7,71%,(47/66),78%,(54/69),54%,(37/68),57%,(41/72),(4/8),(7/10),(15/69),(19/66),33%,(48/145),37%,(50/134),(31/72),(31/68),30%,(3/10),50%,(4/8),(20/32),(12/15),63%,(84/134),67%,(97/145),(132/279),(147/279),2,8,0,0,81%,(17/21),86%,(19/22),14%,(3/22),19%,(4/21),(20/43),(23/43)
US Open,Skatov T.,Hurkacz H.,0,3,27.08. 17:05,no,3,27,,,57%,53%,,,,,,,,,67%,50%,,,,,,,,,,,14%,30%,,,48%,55%,,,28,50,41,34,63%,50%,,,,,,,,,,,46%,54%,,,,,,,,,,,,,,,45%,55%,,,5.50,1.14,5.50,1.14,7,5,70%,(54/77),86%,(48/56),45%,(26/58),52%,(26/50),(6/9),(2/4),(8/56),(23/77),30%,(32/106),41%,(55/135),(24/50),(32/58),50%,(2/4),33%,(3/9),(12/19),(8/16),59%,(80/135),70%,(74/106),(112/241),(129/241),3,7,1,0,81%,(13/16),88%,(15/17),12%,(2/17),19%,(3/16),(15/33),(18/33)
US Open,Albot R.,Djokovic N.,0,3,27.08. 03:45,no,2,8,,,72%,47%,,,,,,,,,63%,67%,,,,,,,,,,,26%,42%,,,43%,62%,,,15,23,45,40,50%,61%,,,,,,,,,,,44%,56%,,,,,,,,,,,,,,,31%,69%,,,29.00,1.01,29.00,1.01,3,10,58%,(39/67),74%,(29/39),38%,(10/26),57%,(25/44),(10/16),(2/3),(10/39),(28/67),35%,(29/83),47%,(44/93),(19/44),(16/26),33%,(1/3),38%,(6/16),(10/20),(14/23),53%,(49/93),65%,(54/83),(78/176),(98/176),5,5,1,0,54%,(7/13),92%,(12/13),8%,(1/13),46%,(6/13),(8/26),(18/26)
US Open,Nagal S.,Griekspoor T.,0,3,27.08. 02:05,no,2,10,,,66%,55%,,,,,,,,,45%,33%,,,,,,,,,,,13%,39%,,,46%,53%,,,19,32,26,34,56%,77%,,,,,,,,,,,43%,57%,,,,,,,,,,,,,,,36%,64%,,,4.50,1.20,4.50,1.20,5,5,61%,(38/62),87%,(39/45),47%,(15/32),54%,(20/37),(5/11),(1/3),(6/45),(24/62),28%,(23/82),44%,(41/94),(17/37),(17/32),67%,(2/3),55%,(6/11),(9/16),(17/22),56%,(53/94),72%,(59/82),(76/176),(100/176),4,6,0,0,57%,(8/14),86%,(12/14),14%,(2/14),43%,(6/14),(10/28),(18/28)
US Open,Cazaux A.,Carreno-Busta P.,3,0,27.08. 01:50,no,11,1,,,47%,58%,,,,,,,,,60%,22%,,,,,,,,,,,40%,17%,,,71%,46%,,,32,12,29,44,83%,64%,,,,,,,,,,,61%,39%,,,,,,,,,,,,,,,72%,28%,,,2.38,1.57,2.38,1.57,1,5,83%,(29/35),60%,(25/42),54%,(21/39),29%,(9/31),(3/5),(2/9),(17/42),(6/35),53%,(39/73),32%,(24/74),(22/31),(18/39),78%,(7/9),40%,(2/5),(10/12),(7/11),68%,(50/74),47%,(34/73),(89/147),(58/147),7,3,0,2,85%,(11/13),42%,(5/12),58%,(7/12),15%,(2/13),(18/25),(7/25)
US Open,Djere L.,Struff J-L.,3,2,27.08. 01:35,no,16,11,,,57%,53%,,,,,,,,,67%,44%,,,,,,,,,,,23%,27%,,,68%,58%,,,46,40,58,72,60%,58%,,,,,,,,,,,52%,48%,,,,,,,,,,,,,,,61%,39%,,,4.33,1.22,4.33,1.22,14,20,73%,(73/100),77%,(66/86),42%,(32/76),32%,(24/76),(8/12),(8/18),(20/86),(27/100),44%,(72/162),40%,(71/176),(52/76),(44/76),56%,(10/18),33%,(4/12),(12/20),(21/36),60%,(105/176),56%,(90/162),(177/338),(161/338),8,2,0,0,83%,(20/24),60%,(15/25),40%,(10/25),17%,(4/24),(30/49),(19/49)
US Open,Kovacevic A.,Tiafoe F.,1,3,27.08. 01:10,no,25,18,,,53%,58%,,,,,,,,,71%,75%,,,,,,,,,,,20%,24%,,,47%,58%,,,53,56,38,31,65%,71%,,,,,,,,,,,46%,54%,,,,,,,,,,,,,,,44%,56%,,,5.50,1.14,5.50,1.14,6,5,76%,(54/71),80%,(61/76),42%,(27/64),53%,(29/55),(10/14),(6/8),(15/76),(17/71),31%,(41/131),40%,(54/135),(26/55),(37/64),25%,(2/8),29%,(4/14),(13/20),(29/41),60%,(81/135),69%,(90/131),(122/266),(144/266),4,6,4,0,80%,(16/20),90%,(19/21),10%,(2/21),20%,(4/20),(18/41),(23/41)
US Open,Baez S.,Darderi L.,3,1,27.08. 00:35,no,6,10,,,70%,50%,,,,,,,,,80%,59%,,,,,,,,,,,36%,37%,,,49%,42%,,,35,39,44,61,64%,55%,,,,,,,,,,,53%,47%,,,,,,,,,,,,,,,60%,40%,,,1.73,2.10,1.73,2.10,3,9,63%,(66/104),64%,(44/69),58%,(26/45),51%,(35/69),(12/15),(10/17),(25/69),(38/104),43%,(59/138),38%,(57/149),(34/69),(19/45),41%,(7/17),20%,(3/15),(16/25),(18/33),62%,(92/149),57%,(79/138),(151/287),(136/287),7,3,0,0,85%,(17/20),65%,(13/20),35%,(7/20),15%,(3/20),(24/40),(16/40)
